name,lon,lat,height
RX_668,-0.072605,52.806845,1.5
RX_669,-0.072554,52.806834,1.5
RX_670,-0.072502,52.806823,1.5
RX_671,-0.072451,52.806812,1.5
RX_672,-0.0724,52.806801,1.5
RX_673,-0.07239,52.806798,1.5
RX_674,-0.072337,52.806787,1.5
RX_675,-0.072284,52.806775,1.5
RX_676,-0.072232,52.806764,1.5
RX_677,-0.072179,52.806752,1.5
RX_678,-0.07214,52.806743,1.5
RX_679,-0.072112,52.806737,1.5
RX_680,-0.072055,52.806724,1.5
RX_681,-0.071998,52.806711,1.5
RX_682,-0.071943,52.806699,1.5
RX_683,-0.071885,52.806686,1.5
RX_684,-0.071872,52.806683,1.5
RX_685,-0.071822,52.806671,1.5
RX_686,-0.07177,52.80666,1.5
RX_687,-0.071719,52.806648,1.5
RX_688,-0.071668,52.806637,1.5
RX_689,-0.071632,52.806628,1.5
RX_690,-0.071604,52.806623,1.5
RX_691,-0.071551,52.806612,1.5
RX_692,-0.071498,52.806601,1.5
RX_693,-0.071445,52.806589,1.5
RX_694,-0.071391,52.806578,1.5
RX_695,-0.071378,52.806576,1.5
RX_696,-0.071326,52.806565,1.5
