name,lon,lat,local_measurement_dBm,path_loss_dB
RX_1790,-0.090400,51.536700,-113.67,161.47
RX_1794,-0.090500,51.536800,-115.66,163.46
RX_1794,-0.090500,51.536800,-115.07,162.87
RX_1794,-0.090500,51.536800,-113.98,161.78
RX_1794,-0.090500,51.536800,-110.56,158.36
RX_1795,-0.090600,51.536900,-112.19,159.99
RX_1795,-0.090600,51.536900,-112.87,160.67
RX_1795,-0.090600,51.536900,-110.81,158.61
RX_1795,-0.090600,51.536900,-111.25,159.05
RX_1799,-0.090700,51.537000,-115.63,163.43
RX_1799,-0.090700,51.537000,-114.07,161.87
RX_1799,-0.090700,51.537000,-111.73,159.53
RX_1799,-0.090700,51.537000,-108.38,156.18
RX_1804,-0.090800,51.537100,-108.59,156.39
RX_1804,-0.090800,51.537100,-109.37,157.17
RX_1804,-0.090800,51.537100,-109.79,157.59
RX_1806,-0.090900,51.537100,-111.96,159.76
RX_1808,-0.090900,51.537200,-113.95,161.75
RX_1808,-0.090900,51.537200,-116.61,164.41
RX_1808,-0.090900,51.537200,-116.83,164.63
RX_1810,-0.091000,51.537200,-114.38,162.18
RX_1813,-0.091000,51.537300,-113.49,161.29
RX_1813,-0.091000,51.537300,-116.23,164.03
RX_1813,-0.091000,51.537300,-116.19,163.99
RX_1814,-0.091100,51.537300,-116.64,164.44
RX_1815,-0.091100,51.537400,-114.21,162.01
RX_1815,-0.091100,51.537400,-117.99,165.79
RX_1817,-0.091200,51.537400,-115.83,163.63
RX_1817,-0.091200,51.537400,-112.75,160.55
RX_1819,-0.091200,51.537500,-113.08,160.88
RX_1819,-0.091200,51.537500,-113.64,161.44
RX_1822,-0.091300,51.537500,-112.68,160.48
RX_1822,-0.091300,51.537500,-115.82,163.62
RX_1823,-0.091300,51.537600,-116.55,164.35
RX_1823,-0.091300,51.537600,-114.83,162.63
RX_1826,-0.091400,51.537600,-115.63,163.43
RX_1826,-0.091400,51.537600,-116.95,164.75
RX_1826,-0.091400,51.537600,-115.42,163.22
RX_1830,-0.091500,51.537700,-113.90,161.70
RX_1830,-0.091500,51.537700,-112.55,160.35
RX_1830,-0.091500,51.537700,-113.10,160.90
RX_1831,-0.091500,51.537800,-113.88,161.68
RX_1834,-0.091600,51.537800,-109.80,157.60
RX_1834,-0.091600,51.537800,-113.30,161.10
RX_1834,-0.091600,51.537800,-115.68,163.48
RX_1837,-0.091700,51.537900,-116.61,164.41
RX_1837,-0.091700,51.537900,-116.01,163.81
RX_1837,-0.091700,51.537900,-117.68,165.48
RX_1837,-0.091700,51.537900,-117.56,165.36
RX_1839,-0.091800,51.537900,-115.35,163.15
RX_1841,-0.091800,51.538000,-115.22,163.02
RX_1841,-0.091800,51.538000,-115.60,163.40
RX_1841,-0.091800,51.538000,-114.28,162.08
RX_1844,-0.091900,51.538000,-115.92,163.72
RX_1844,-0.091900,51.538000,-116.54,164.34
